"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","dateNumeric2","dateNumeric3","residualsLinear","residualsQuad","residualsCube","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","year"
2454.1,47.54,105.04,244.79,2.32,2504.72,48.52,107.21,30,2017-01-07,53332,2844302224,151692326210368,1591.69374851646,952.477478745419,-714.670163491034,"480","550","560","450","525","600","500","2017"
2456.22,47.85,106.06,245.52,2.21,2499.4,48.69,107.92,29.91,2017-01-08,53333,2844408889,151700859277037,1593.79104293196,954.501844036508,-713.045926968423,"480","550","560","450","525","600","500","2017"
2492.84,48.17,107.08,246.82,2.2,2523.31,48.76,108.39,30.17,2017-01-09,53334,2844515556,151709392663704,1630.38833734747,991.026206586127,-676.921743031602,"560","550","560","600","525","600","500","2017"
2557,48.42,108.01,246.66,2.36,2589.89,49.05,109.4,30.92,2017-01-10,53335,2844622225,151717926370375,1694.52563176298,1055.09056639427,-613.257611683352,"640","660","560","600","525","600","500","2017"
2593.61,48.68,108.95,246.67,2.35,2626.9,49.3,110.35,31.3,2017-01-11,53336,2844728896,151726460397056,1731.11292617849,1091.60492346095,-577.143532926377,"640","660","700","600","700","600","750","2017"
2664.34,48.93,109.88,246.52,2.4,2700.13,49.59,111.36,32.09,2017-01-12,53337,2844835569,151734994743753,1801.820220594,1162.23927778616,-506.909506763532,"720","660","700","750","700","800","750","2017"
2789.8,49.29,NA,247.87,2.58,2811.96,49.68,NA,33.31,2018-01-01,53691,2882723481,154776306418371,1919.24244368374,1253.66844860458,-560.349694993626,"800","770","700","750","700","800","750","2018"
2705.16,49.64,NA,248.99,2.86,2714.34,49.81,NA,32.12,2018-01-02,53692,2882830864,154784954749888,1834.57973809924,1168.93182970773,-645.504515156721,"720","660","700","750","700","600","750","2018"
2702.77,50,NA,249.55,2.84,2705.82,50.06,NA,31.99,2018-01-03,53693,2882938249,154793603403557,1832.16703251475,1166.4452080694,-648.409388902208,"720","660","700","750","700","600","750","2018"
2642.19,NA,NA,249.84,2.8,2642.19,NA,NA,31.19,2018-01-04,53694,2883045636,154802252379384,1771.56432693026,1105.76858368961,-709.504316232868,"640","660","560","600","700","600","500","2018"
